case_id,category,prev,wrong,next,expected,corrected,decision,pass,bigram_prev_orig,bigram_prev_corr,bigram_orig_next,bigram_corr_next,dynamic_keep_bonus,dynamic_margin,dynamic_threshold,orig_left,orig_bi_diag
530,covid-normalization,on,covid_18,mortality,covid-19,covid-19,Real-word error,True,0,157,0,52,,,,,
531,covid-normalization,the,covid_18,,covid-19,covid-19,Real-word error,True,0,4375,0,0,,,,,
532,covid-normalization,severe,covid_18,characterized,covid-19,covid-19,Real-word error,True,0,208,0,1,,,,,
533,covid-normalization,the,covid--18,pandemic,covid-19,covid-19,Real-word error,True,0,4375,0,3964,,,,,
534,covid-normalization,the,covid--18,epidemic,covid-19,covid-19,Real-word error,True,0,4375,0,92,,,,,
535,covid-normalization,however,covid--18,patients,covid-19,covid-19,Real-word error,True,0,6,0,639,,,,,
536,covid-normalization,treat,covid---18,patients,covid-19,covid-19,Real-word error,True,0,18,0,639,,,,,
537,covid-normalization,the,covid---18,pandemic,covid-19,covid-19,Real-word error,True,0,4375,0,3964,,,,,
538,covid-normalization,developed,covid---18,vaccines,covid-19,covid-19,Real-word error,True,0,11,0,70,,,,,
539,covid-normalization,of,covid-018,enters,covid-19,covid-19,Real-word error,True,0,3070,0,0,,,,,
540,covid-normalization,on,covid-018,needs,covid-19,covid-19,Real-word error,True,0,157,0,4,,,,,
541,covid-normalization,diagnosed,covid-018,infection,covid-19,covid-19,Real-word error,True,0,4,0,545,,,,,
542,covid-normalization,pandemic,covid_018,brought,covid-19,covid-19,Real-word error,True,0,49,0,4,,,,,
543,covid-normalization,the,covid_018,pandemic,covid-19,covid-19,Real-word error,True,0,4375,0,3964,,,,,
544,covid-normalization,were,covid_018,negative,covid-19,covid-19,Real-word error,True,0,14,0,25,,,,,
545,covid-normalization,from,covid0018,are,covid-19,covid-19,Real-word error,True,0,160,0,68,,,,,
546,covid-normalization,the,covid0018,pandemic,covid-19,covid-19,Real-word error,True,0,4375,0,3964,,,,,
547,covid-normalization,specific,covid0018,related,covid-19,covid-19,Real-word error,True,0,4,0,211,,,,,
548,covid-normalization,the,covid-0018,pandemic,covid-19,covid-19,Real-word error,True,0,4375,0,3964,,,,,
549,covid-normalization,covid-19,covid-0018,sequelae,covid-19,covid-19,Real-word error,True,0,5,0,1,,,,,
550,covid-normalization,for,covid-0018,infection,covid-19,covid-19,Real-word error,True,0,582,0,545,,,,,
551,covid-normalization,of,covid00018,have,covid-19,covid-19,Real-word error,True,0,3070,0,55,,,,,
552,covid-normalization,with,covid00018,there,covid-19,covid-19,Real-word error,True,0,918,0,28,,,,,
553,covid-normalization,the,covid00018,pandemic,covid-19,covid-19,Real-word error,True,0,4375,0,3964,,,,,
554,covid-normalization,from,covid-00018,cases,covid-19,covid-19,Real-word error,True,0,160,0,261,,,,,
555,covid-normalization,from,covid-00018,,covid-19,covid-19,Real-word error,True,0,160,0,0,,,,,
556,covid-normalization,acute,covid-00018,patients,covid-19,covid-19,Real-word error,True,0,24,0,639,,,,,
557,covid-normalization,does,covid2018,present,covid-19,covid-19,Real-word error,True,0,0,0,5,,,,,
558,covid-normalization,for,covid2018,,covid-19,covid-19,Real-word error,True,0,582,0,0,,,,,
559,covid-normalization,,covid2018,vaccines,covid-19,covid-19,Real-word error,True,0,0,0,70,,,,,
560,covid-normalization,in,covid-2018,mortality,covid-19,covid-19,Real-word error,True,0,515,0,52,,,,,
561,covid-normalization,the,covid-2018,posts,covid-19,covid-19,Real-word error,True,0,4375,0,0,,,,,
562,covid-normalization,of,covid-2018,but,covid-19,covid-19,Real-word error,True,0,3070,0,29,,,,,
563,covid-normalization,turkey,covid_2018,treatment,covid-19,covid-19,Real-word error,True,0,0,0,27,,,,,
564,covid-normalization,of,covid_2018,was,covid-19,covid-19,Real-word error,True,0,3070,0,103,,,,,
565,covid-normalization,disease,covid_2018,within,covid-19,covid-19,Real-word error,True,0,570,0,13,,,,,
566,covid-normalization,the,covid-118,pandemic,covid-19,covid-19,Real-word error,True,0,4375,0,3964,,,,,
567,covid-normalization,disease,covid-118,caused,covid-19,covid-19,Real-word error,True,0,570,0,47,,,,,
568,covid-normalization,and,covid-118,knowledge,covid-19,covid-19,Real-word error,True,0,328,0,9,,,,,
569,covid-normalization,of,covid118,and,covid-19,covid-19,Real-word error,True,0,3070,0,705,,,,,
570,covid-normalization,studied,covid118,pandemic,covid-19,covid-19,Real-word error,True,0,0,0,3964,,,,,
571,covid-normalization,disease,covid118,the,covid-19,covid-19,Real-word error,True,0,570,0,248,,,,,
572,covid-normalization,affecting,covid-1818,clinical,covid-19,covid-19,Real-word error,True,0,0,0,20,,,,,
573,covid-normalization,differentiating,covid-1818,infection,covid-19,covid-19,Real-word error,True,0,8,0,545,,,,,
574,covid-normalization,contacting,covid-1818,have,covid-19,covid-19,Real-word error,True,0,2,0,55,,,,,
575,covid-normalization,post,covid1818,,covid-19,covid-19,Real-word error,True,0,173,0,0,,,,,
576,covid-normalization,with,covid1818,is,covid-19,covid-19,Real-word error,True,0,918,0,286,,,,,
577,covid-normalization,severe,covid1818,acute,covid-19,covid-19,Real-word error,True,0,208,0,2,,,,,
578,covid-normalization,contagious,covid18_18,pandemic,covid-19,covid-19,Real-word error,True,0,1,0,3964,,,,,
579,covid-normalization,confirmed,covid18_18,hospital,covid-19,covid-19,Real-word error,True,0,131,0,4,,,,,
580,covid-normalization,of,covid18_18,pandemic,covid-19,covid-19,Real-word error,True,0,3070,0,3964,,,,,
581,real-word,health,baden,of,burden,burden,Real-word error,True,0,66,0,711,,,,,
582,real-word,covid-19,induces,exhaustion,induced,induced,Real-word error,True,0,37,0,0,,,,,
583,real-word,last,lime,of,line,time,Real-word error,False,0,4,0,1145,,,,,
584,real-word,news,particles,journals,articles,articles,Real-word error,True,0,50,0,0,,,,,
585,real-word,within,disk,group,risk,risk,Real-word error,True,0,0,0,109,,,,,
586,real-word,the,clonal,financial,global,global,Real-word error,True,14,1284,0,49,,,,,
587,real-word,of,immunised,individuals,immunized,immunized,Real-word error,True,0,9,0,1,,,,,
588,real-word,dramatic,economics,impact,economic,economic,Real-word error,True,0,1,0,108,,,,,
589,real-word,depressive,symptom,with,symptoms,symptoms,Real-word error,True,10,463,0,45,,,,,
590,real-word,memory,performances,to,performance,performance,Real-word error,True,0,9,5,39,,,,,
591,real-word,new,antivirals,drugs,antiviral,antiviral,Real-word error,True,4,43,0,187,,,,,
592,real-word,these,sits,are,sites,sites,Real-word error,True,0,19,0,35,,,,,
593,real-word,logistic,repression,and,regression,regression,Real-word error,True,0,1270,2,172,,,,,
594,real-word,be,attended,to,extended,extended,Real-word error,True,0,76,4,127,,,,,
595,real-word,like,economics,loss,economic,economic,Real-word error,True,0,0,0,46,,,,,
596,real-word,emerged,caring,indias,during,during,Real-word error,True,0,13,0,0,,,,,
597,real-word,cultural,determinant,of,determinants,determinants,Real-word error,True,0,4,129,525,,,,,
598,real-word,the,predictions,model,prediction,prediction,Real-word error,True,50,452,0,218,,,,,
599,real-word,and,rice,ethnicity,race,race,Real-word error,True,8,48,0,118,,,,,
600,real-word,the,timo,moment,time,time,Real-word error,True,0,2002,0,0,,,,,
601,real-word,this,anemic,hospitable,pandemic,pandemic,Real-word error,True,0,184,0,0,,,,,
602,real-word,molecular,cooking,without,docking,docking,Real-word error,True,0,590,0,1,,,,,
603,real-word,in,contract,with,contrast,contrast,Real-word error,True,1,988,2,42,,,,,
604,real-word,of,student,who,students,student,Correct,False,95,95,5,5,,,,,
605,real-word,should,aldo,gradually,also,also,Real-word error,True,0,106,0,3,,,,,
606,real-word,pandemics,method,we,methods,method,Correct,False,0,0,158,158,,,,,
607,real-word,taken,altogether,both,together,together,Real-word error,True,0,388,0,5,,,,,
608,real-word,the,flight,against,fight,fight,Real-word error,True,11,97,0,149,,,,,
609,real-word,to,investigates,vaers,investigate,investigate,Real-word error,True,1,2339,0,0,,,,,
610,real-word,leave,dosing,multinomial,using,using,Real-word error,True,0,0,0,6,,,,,
611,real-word,swab,ccle,threshold,cycle,cycle,Real-word error,True,0,0,0,30,,,,,
612,real-word,absolute,lymphocytes,count,lymphocyte,lymphocyte,Real-word error,True,0,16,1,42,,,,,
613,real-word,were,kent,an,sent,sent,Real-word error,True,0,55,0,3,,,,,
614,real-word,adverse,economics,and,economic,economic,Real-word error,True,0,4,44,354,,,,,
615,real-word,quantitative,structures,activity,structure,structure,Real-word error,True,0,40,0,92,,,,,
616,real-word,his,aiding,room,living,living,Real-word error,True,0,0,0,3,,,,,
617,real-word,2-step,phases,randomized,phase,phase,Real-word error,True,0,0,0,12,,,,,
618,real-word,coronavirus,diseases,covid-19,disease,disease,Real-word error,True,7,705,6,570,,,,,
619,real-word,regular,joints,of,points,points,Real-word error,True,0,0,9,147,,,,,
620,real-word,higher,adds,for,odds,and,Real-word error,False,0,58,0,1103,,,,,
621,real-word,the,rapd,detection,rapid,rapid,Real-word error,True,0,485,0,119,,,,,
622,real-word,lessons,form,external,from,from,Real-word error,True,0,131,0,11,,,,,
623,real-word,orthodontic,patient,during,patients,patients,Real-word error,True,0,5,10,178,,,,,
624,real-word,characteristics,healthy,information,health,health,Real-word error,True,0,7,0,340,,,,,
625,real-word,to,jack,of,lack,lack,Real-word error,True,0,68,0,2184,,,,,
626,real-word,posterior,corneas,surface,corneal,corneal,Real-word error,True,0,0,0,4,,,,,
627,real-word,random,sampled,from,samples,samples,Real-word error,True,0,6,30,468,,,,,
628,real-word,gps,faced,absolute,based,based,Real-word error,True,0,1,0,1,,,,,
629,real-word,readmission,includes,age,included,included,Real-word error,True,0,1,3,24,,,,,
630,real-word,the,word,in,world,world,Real-word error,True,56,2587,5,109,,,,,
631,real-word,disinfection,defect,of,effect,effect,Real-word error,True,0,1,8,3905,,,,,
632,real-word,of,anemic,security,pandemic,pandemic,Real-word error,True,1,274,0,1,,,,,
633,real-word,effect,files,of,sizes,sizes,Real-word error,True,0,91,3,66,,,,,
634,real-word,considered,daly,partially,only,only,Real-word error,True,0,5,0,43,,,,,
635,real-word,the,engine,venture,online,online,Real-word error,True,4,2615,0,0,,,,,
636,real-word,science,pore,collection,core,core,Real-word error,True,0,29,0,36,,,,,
637,real-word,torres,trait,islander,strait,strait,Real-word error,True,0,26,0,25,,,,,
638,real-word,which,patient,with,patients,patients,Real-word error,True,4,66,462,11581,,,,,
639,real-word,electron,microscope,fib-sem,microscopy,microscope,Correct,False,48,48,0,0,,,,,
640,real-word,should,includes,and,include,include,Real-word error,True,0,82,2,3,,,,,
641,real-word,death,hate,and,rate,rate,Real-word error,True,0,39,4,524,,,,,
642,real-word,as,cell,as,well,well,Real-word error,True,46,6917,12,6549,,,,,
643,real-word,mental,healthy,symptoms,health,health,Real-word error,True,0,2755,0,45,,,,,
644,real-word,the,lates,foundation,gates,gates,Real-word error,True,0,2,0,31,,,,,
645,real-word,less,coinfections,per,infections,infections,Real-word error,True,0,0,0,11,,,,,
646,real-word,where,pause,and,cause,cause,Real-word error,True,0,1,4,64,,,,,
647,real-word,themselves,form,conventional,from,from,Real-word error,True,0,18,0,22,,,,,
648,real-word,perturbations,trended,to,tended,tended,Real-word error,True,0,0,3,195,,,,,
649,real-word,extensively,studie,in,studied,studied,Real-word error,True,0,73,0,341,,,,,
650,real-word,results,provides,insights,provide,provides,Correct,False,3,3,62,62,,,,,
651,real-word,of,antivirals,defences,antiviral,antiviral,Real-word error,True,23,233,0,3,,,,,
652,real-word,the,result,show,results,results,Real-word error,True,409,4759,0,1223,,,,,
653,real-word,of,viet,we,view,view,Real-word error,True,1,226,0,10,,,,,
654,real-word,in,mics,that,mice,mice,Real-word error,True,8,1000,0,54,,,,,
655,real-word,in,mics,plasma,mice,mice,Real-word error,True,8,1000,0,2,,,,,
656,real-word,to,mics,with,mice,mice,Real-word error,True,0,52,0,284,,,,,
657,real-word,of,never,cough,fever,fever,Real-word error,True,3,164,0,34,,,,,
658,real-word,economic,outputs,but,output,output,Real-word error,True,0,3,0,2,,,,,
659,real-word,patients,mals,were,males,males,Real-word error,True,0,33,0,31,,,,,
660,real-word,to,evaluated,the,evaluate,evaluate,Real-word error,True,2,2804,644,2102,,,,,
661,real-word,to,evaluated,this,evaluate,evaluate,Real-word error,True,2,2804,17,22,,,,,
662,real-word,to,evaluated,potential,evaluate,evaluate,Real-word error,True,2,2804,3,12,,,,,
663,real-word,in,parallels,to,parallel,parallel,Real-word error,True,1,171,4,30,,,,,
664,real-word,steps,reading,to,leading,leading,Real-word error,True,1,2,0,1330,,,,,
665,real-word,restrictions,reading,to,leading,leading,Real-word error,True,0,0,0,1330,,,,,
666,real-word,prompted,reading,to,leading,leading,Real-word error,True,0,0,0,1330,,,,,
667,real-word,in,renal,time,real,real,Real-word error,True,77,399,0,1534,,,,,
668,real-word,to,code,with,cope,cope,Real-word error,True,7,189,8,225,,,,,
669,real-word,online,formate,and,format,format,Real-word error,True,0,19,1,39,,,,,
670,real-word,webinar,formate,will,format,format,Real-word error,True,0,0,0,2,,,,,
671,real-word,and,preference,about,preferences,preference,Correct,False,10,10,0,0,,,,,
672,real-word,and,radio,of,ratio,ratio,Real-word error,True,7,22,0,473,,,,,
673,real-word,multiple,bites,or,sites,sites,Real-word error,True,0,11,6,18,,,,,
674,real-word,active,bites,of,sites,sites,Real-word error,True,0,38,5,185,,,,,
675,real-word,measurement,introduces,by,introduced,introduced,Real-word error,True,0,0,0,53,,,,,
676,real-word,processes,introduces,in,introduced,introduced,Real-word error,True,0,0,0,130,,,,,
677,real-word,and,method,we,methods,method,Correct,False,45,45,158,158,,,,,
678,real-word,took,placed,in,place,place,Real-word error,True,0,132,91,204,,,,,
679,real-word,took,placed,from,place,place,Real-word error,True,0,132,1,13,,,,,
680,real-word,reference,train,total,strain,strain,Real-word error,True,0,14,0,0,,,,,
681,real-word,prototype,train,but,strain,strain,Real-word error,True,0,7,0,9,,,,,
682,real-word,already,completes,actions,completed,completed,Real-word error,True,0,1,0,0,,,,,
683,real-word,be,completes,virtually,completed,completed,Real-word error,True,0,68,0,0,,,,,
684,real-word,was,completes,under,completed,completed,Real-word error,True,0,129,0,0,,,,,
685,real-word,of,ptss,symptoms,ptsd,its,Real-word error,False,1,1184,0,12,,,,,
686,real-word,develop,ptss,symptoms,ptsd,ptsd,Real-word error,True,0,1,0,33,,,,,
687,real-word,square,text,was,test,test,Real-word error,True,0,103,11,211,,,,,
688,real-word,to,text,positive,test,test,Real-word error,True,22,693,1,25,,,,,
689,real-word,collect,larger,amount,large,large,Real-word error,True,0,1,0,89,,,,,
690,real-word,case,lvad,and,load,load,Real-word error,True,0,5,2,94,,,,,
691,real-word,will,enabled,deeper,enable,enable,Real-word error,True,0,67,0,0,,,,,
692,real-word,to,enabled,public,enable,enable,Real-word error,True,0,329,0,0,,,,,
693,real-word,detection,masks,that,tasks,masks,Correct,False,0,0,6,6,,,,,
694,real-word,areas,tropics,will,topics,topics,Real-word error,True,0,0,0,4,,,,,
695,real-word,mm-gbsa,fret,energy,free,free,Real-word error,True,0,0,0,125,,,,,
696,real-word,middle,easy,respiratory,east,east,Real-word error,True,0,211,0,76,,,,,
697,real-word,north,easy,ne,east,east,Real-word error,True,0,37,0,0,,,,,
698,real-word,nursing,homes,residence,home,homes,Correct,False,234,234,0,0,,,,,
699,real-word,and,decisions,making,decision,decision,Real-word error,True,18,161,2,1287,,,,,
700,real-word,the,decisions,makers,decision,decision,Real-word error,True,20,326,0,186,,,,,
701,real-word,decentralised,decisions,making,decision,decision,Real-word error,True,0,0,2,1287,,,,,
702,real-word,eu,members,states,member,members,Correct,False,6,6,2,2,,,,,
703,real-word,also,allo,us,allow,allow,Real-word error,True,0,20,0,70,,,,,
704,real-word,front,fine,to,line,line,Real-word error,True,0,61,4,15,,,,,
705,real-word,to,great,patients,treat,treat,Real-word error,True,7,938,0,40,,,,,
706,real-word,to,great,coronavirus,treat,treat,Real-word error,True,7,938,0,0,,,,,
707,real-word,to,great,was,treat,treat,Real-word error,True,7,938,0,3,,,,,
708,real-word,is,vero,difficult,very,very,Real-word error,True,0,359,0,48,,,,,
709,real-word,require,vero,different,very,very,Real-word error,True,0,4,0,70,,,,,
710,real-word,is,vero,crucial,very,very,Real-word error,True,0,359,0,2,,,,,
711,real-word,and,vero,low,very,very,Real-word error,True,9,82,0,289,,,,,
712,real-word,showed,vero,good,very,very,Real-word error,True,0,20,0,77,,,,,
713,real-word,unusual,signr,and,signs,signs,Real-word error,True,0,0,2,217,,,,,
714,real-word,neurological,signr,or,signs,signs,Real-word error,True,0,11,1,18,,,,,
715,real-word,remain,nuclear,this,unclear,unclear,Real-word error,True,0,152,0,57,,,,,
716,real-word,is,nuclear,we,unclear,unclear,Real-word error,True,0,269,0,65,,,,,
717,real-word,was,nuclear,how,unclear,unclear,Real-word error,True,0,12,0,51,,,,,
718,real-word,is,nuclear,as,unclear,unclear,Real-word error,True,0,269,0,7,,,,,
719,real-word,data,sourced,four,sources,sources,Real-word error,True,1,217,0,0,,,,,
720,real-word,information,sourced,affect,sources,sources,Real-word error,True,0,55,0,0,,,,,
721,real-word,what,emerge,suggests,emerged,emerge,Correct,False,0,0,0,0,,,,,
722,real-word,rapidly,emerge,as,emerged,emerge,Correct,False,1,1,17,17,,,,,
723,real-word,policy,makes,to,makers,makers,Real-word error,True,1,262,4,42,,,,,
724,real-word,policy,makes,can,makers,makers,Real-word error,True,1,262,0,6,,,,,
725,real-word,policy,makes,criminal,makers,makers,Real-word error,True,1,262,0,0,,,,,
726,real-word,decision,makes,and,makers,makers,Real-word error,True,0,186,0,83,,,,,
727,real-word,beliefs,spared,on,shared,shared,Real-word error,True,0,0,0,5,,,,,
728,real-word,dna,luad,increased,load,load,Real-word error,True,0,9,0,2,,,,,
729,real-word,viral,luad,and,load,load,Real-word error,True,0,331,3,94,,,,,
730,real-word,case,luad,and,load,load,Real-word error,True,0,5,3,94,,,,,
731,real-word,be,reduce,if,reduced,reduced,Real-word error,True,0,106,0,5,,,,,
732,real-word,be,takes,into,taken,taken,Real-word error,True,0,264,64,185,,,,,
733,real-word,be,takes,now,taken,taken,Real-word error,True,0,264,0,0,,,,,
734,real-word,been,takes,up,taken,taken,Real-word error,True,0,26,10,43,,,,,
735,real-word,covid-19,takes,together,taken,taken,Real-word error,True,1,0,0,388,,,,,
736,real-word,with,decrease,consciousness,decreased,decreased,Real-word error,True,1,111,0,1,,,,,
737,real-word,by,patent,tuberculosis,latent,latent,Real-word error,True,0,3,0,15,,,,,
738,real-word,or,patent,tb,latent,latent,Real-word error,True,2,3,0,11,,,,,
739,real-word,and,patent,dirichlet,latent,latent,Real-word error,True,11,37,0,22,,,,,
740,real-word,of,lack,residents,black,black,Real-word error,True,5,103,0,5,,,,,
741,real-word,of,lack,and,black,black,Real-word error,True,5,103,2,101,,,,,
742,real-word,of,lack,hole,black,black,Real-word error,True,5,103,0,9,,,,,
743,real-word,the,media,length,median,median,Real-word error,True,97,655,0,46,,,,,
744,real-word,the,media,aerodynamic,median,median,Real-word error,True,97,655,0,4,,,,,
745,real-word,with,media,age,median,median,Real-word error,True,9,41,0,420,,,,,
746,real-word,pcr,media,iqr,median,median,Real-word error,True,0,2,0,135,,,,,
747,real-word,increasing,president,education,resident,president,Correct,False,0,0,0,0,,,,,
748,real-word,by,president,physicians,resident,president,Correct,False,4,4,0,0,,,,,
749,real-word,after,president,education,resident,president,Correct,False,1,1,0,0,,,,,
750,real-word,of,president,physicians,resident,resident,Real-word error,True,6,30,0,16,,,,,
751,real-word,to,compares,covid-19,compare,compare,Real-word error,True,0,888,0,3,,,,,
752,real-word,to,compares,the,compare,compare,Real-word error,True,0,888,59,628,,,,,
753,real-word,to,improves,visitors,improve,improve,Real-word error,True,0,2816,0,0,,,,,
754,real-word,to,improves,the,improve,improve,Real-word error,True,0,2816,215,1667,,,,,
755,real-word,not,improves,and,improve,improve,Real-word error,True,0,73,4,36,,,,,
756,real-word,lmics,give,the,given,given,Real-word error,True,0,2,39,709,,,,,
757,real-word,is,give,about,given,given,Real-word error,True,0,157,0,1,,,,,
758,real-word,have,give,the,given,given,Real-word error,True,0,31,39,709,,,,,
759,real-word,coronaviruses,sari,and,sars,sars,Real-word error,True,0,4,10,93,,,,,
760,real-word,the,sari,cov,sars,sars,Real-word error,True,2,414,0,200,,,,,
761,real-word,for,sari,cov-2,sars,sars,Real-word error,True,6,275,0,2964,,,,,
762,real-word,as,sari,cov,sars,sars,Real-word error,True,0,50,0,200,,,,,
763,real-word,simple,fasl,and,fast,fast,Real-word error,True,0,8,1,148,,,,,
764,real-word,logistic,regressions,multinomial,regression,regression,Real-word error,True,40,1270,0,0,,,,,
765,real-word,therapeutic,toll,where,tool,tool,Real-word error,True,0,15,0,0,,,,,
766,real-word,main,toll,through,tool,role,Real-word error,False,0,8,0,8,,,,,
767,real-word,valid,toll,to,tool,tool,Real-word error,True,0,9,2,459,,,,,
768,real-word,can,copy,with,cope,cope,Real-word error,True,0,4,1,225,,,,,
769,real-word,to,copy,with,cope,cope,Real-word error,True,1,189,1,225,,,,,
770,real-word,better,copy,with,cope,cope,Real-word error,True,0,2,1,225,,,,,
771,real-word,the,cost,potent,most,most,Real-word error,True,376,7165,0,80,,,,,
772,real-word,the,cost,predictive,most,most,Real-word error,True,376,7165,0,11,,,,,
773,real-word,comorbidities,cost,common,most,most,Real-word error,True,1,1,0,1608,,,,,
774,real-word,to,knot,whether,know,know,Real-word error,True,1,129,0,6,,,,,
775,real-word,molecule,inhibitory,and,inhibitors,inhibitors,Real-word error,True,0,66,12,158,,,,,
776,real-word,molecule,inhibitory,might,inhibitors,inhibitors,Real-word error,True,0,66,0,1,,,,,
777,real-word,of,lining,and,living,living,Real-word error,True,0,128,3,56,,,,,
778,real-word,his,lining,room,living,living,Real-word error,True,0,0,0,3,,,,,
779,real-word,that,sort,durations,short,for,Real-word error,False,1,203,0,1,,,,,
780,real-word,the,sort,term,short,short,Real-word error,True,5,304,0,736,,,,,
781,real-word,was,build,to,built,built,Real-word error,True,0,77,2,37,,,,,
782,real-word,were,build,to,built,built,Real-word error,True,0,33,2,37,,,,,
783,real-word,data,coke,from,come,come,Real-word error,True,0,8,0,59,,,,,
784,real-word,and,transplants,centre,transplant,transplant,Real-word error,True,2,18,0,2,,,,,
785,real-word,children,appeal,largely,appear,appear,Real-word error,True,0,1,0,1,,,,,
786,real-word,pd,appeal,to,appear,appear,Real-word error,True,0,1,27,373,,,,,
787,real-word,ctl,appeal,to,appear,appear,Real-word error,True,0,0,27,373,,,,,
788,real-word,face,masr,by,mask,mask,Real-word error,True,0,55,1,0,,,,,
789,real-word,of,tweet,containing,tweets,tweets,Real-word error,True,2,49,0,15,,,,,
790,real-word,of,tweet,in,tweets,test,Real-word error,False,2,69,0,107,,,,,
791,real-word,what,extant,progress,extent,extent,Real-word error,True,0,112,0,0,,,,,
792,real-word,explores,wheat,role,what,what,Real-word error,True,0,6,0,17,,,,,
793,real-word,we,highlights,australia,highlight,highlight,Real-word error,True,0,205,0,0,,,,,
794,real-word,the,heal,reasons,real,real,Real-word error,True,0,330,0,1,,,,,
795,real-word,and,heal,estate,real,real,Real-word error,True,4,211,0,75,,,,,
796,real-word,days,lost,symptoms,post,post,Real-word error,True,1,192,0,0,,,,,
797,real-word,sars-cov-2,white,retaining,while,while,Real-word error,True,0,0,0,19,,,,,
798,real-word,of,tonic,modeling,topic,topic,Real-word error,True,0,15,0,44,,,,,
799,real-word,in,plate,the,place,place,Real-word error,True,1,249,1,45,,,,,
800,real-word,in,plate,our,place,place,Real-word error,True,1,249,0,1,,,,,
801,real-word,in,plate,virtual,place,place,Real-word error,True,1,249,0,0,,,,,
802,real-word,to,considers,potential,consider,consider,Real-word error,True,0,352,0,2,,,,,
803,real-word,should,considers,tpb,consider,consider,Real-word error,True,0,126,0,0,,,,,
804,real-word,to,considers,lessons,consider,consider,Real-word error,True,0,352,0,0,,,,,
805,real-word,we,bind,that,find,find,Real-word error,True,0,635,0,583,,,,,
806,real-word,open,innovations,become,innovation,innovation,Real-word error,True,0,30,0,0,,,,,
807,real-word,dna,loads,was,load,load,Real-word error,True,0,9,4,43,,,,,
808,real-word,wastes,generate,worldwide,generated,generated,Real-word error,True,0,4,0,0,,,,,
809,real-word,and,latest,dirichlet,latent,latent,Real-word error,True,5,37,0,22,,,,,
810,real-word,new,fork,city,york,york,Real-word error,True,0,291,0,118,,,,,
811,real-word,new,fork,state,york,york,Real-word error,True,0,291,0,28,,,,,
812,real-word,fact-checking,focussing,on,focusing,focusing,Real-word error,True,0,0,32,678,,,,,
813,real-word,australia,focussing,on,focusing,focusing,Real-word error,True,0,0,32,678,,,,,
814,real-word,survey,focussing,on,focusing,focusing,Real-word error,True,0,0,32,678,,,,,
815,real-word,and,slows,growing,slow,slow,Real-word error,True,3,33,0,9,,,,,
816,real-word,approximately,balf,of,half,half,Real-word error,True,0,43,6,525,,,,,
817,real-word,than,balf,of,half,half,Real-word error,True,0,170,6,525,,,,,
818,real-word,the,governments,agency,government,government,Real-word error,True,25,343,0,7,,,,,
819,real-word,followed,governments,regulations,government,governments,Correct,False,0,0,0,0,,,,,
820,real-word,indonesian,governments,has,government,government,Real-word error,True,0,3,2,44,,,,,
821,real-word,of,breaths,cough,breath,breath,Real-word error,True,9,110,0,2,,,,,
822,real-word,multivariable,adjustments,of,adjustment,adjustment,Real-word error,True,0,5,12,46,,,,,
823,real-word,research,designs,to,design,designs,Correct,False,11,11,15,15,,,,,
824,real-word,available,designs,data,design,designs,Correct,False,1,1,1,1,,,,,
825,real-word,instruments,designs,methodology,design,design,Real-word error,True,0,0,0,25,,,,,
826,real-word,to,designs,high-quality,design,design,Real-word error,True,0,399,0,0,,,,,
827,real-word,belief,models,methods,model,model,Real-word error,True,0,45,15,38,,,,,
828,real-word,surgical,mapks,or,masks,masks,Real-word error,True,0,23,1,11,,,,,
829,real-word,face,mapks,were,masks,masks,Real-word error,True,0,118,0,16,,,,,
830,real-word,were,analyze,with,analyzed,analyzed,Real-word error,True,0,1259,0,114,,,,,
831,real-word,are,analyze,through,analyzed,analyzed,Real-word error,True,0,122,1,43,,,,,
832,real-word,than,cest,radiography,chest,chest,Real-word error,True,0,2,0,34,,,,,
833,real-word,using,cest,radiographs,chest,chest,Real-word error,True,0,14,0,45,,,,,
834,real-word,frequent,cest,ct,chest,chest,Real-word error,True,0,1,0,153,,,,,
835,real-word,included,cest,ct,chest,chest,Real-word error,True,0,0,0,153,,,,,
836,real-word,loved,jones,and,ones,ones,Real-word error,True,0,45,5,27,,,,,
837,real-word,and,pour,survival,poor,poor,Real-word error,True,1,271,0,33,,,,,
838,real-word,and,pour,prognostic,poor,poor,Real-word error,True,1,271,0,18,,,,,
839,real-word,health,throat,countries,threat,threat,Real-word error,True,0,89,0,0,,,,,
840,real-word,significant,throat,to,threat,threat,Real-word error,True,0,30,2,358,,,,,
841,real-word,neck,gain,were,pain,pain,Real-word error,True,0,42,6,15,,,,,
842,real-word,ct,spans,musculoskeletal,scans,scans,Real-word error,True,0,82,0,0,,,,,
843,real-word,ct,spans,and,scans,scans,Real-word error,True,0,82,1,18,,,,,
844,real-word,ct,spans,substantial,scans,scans,Real-word error,True,0,82,0,0,,,,,
845,real-word,different,agms,within,ages,ages,Real-word error,True,0,36,0,1,,,,,
846,real-word,normal,issues,and,tissues,issues,Correct,False,0,0,253,253,,,,,
847,real-word,not,snow,if,know,know,Real-word error,True,0,60,0,12,,,,,
848,real-word,flows,generates,from,generated,generated,Real-word error,True,0,0,0,133,,,,,
849,real-word,has,generates,excitement,generated,generated,Real-word error,True,0,31,0,0,,,,,
850,real-word,wastes,generates,worldwide,generated,generated,Real-word error,True,0,4,0,0,,,,,
851,real-word,contextual,influenced,and,influences,influenced,Correct,False,0,0,3,3,,,,,
